precinct,maximum_ticketed_car_type,percentage_maximum_ticketed_car_type,maximum_ticketed_vehicle_color,percentage_maximum_ticketed_vehicle_color,maximum_ticketed_violation_code,maximum_ticketed_violation_definition,maximum_ticketed_plate_type,percent_maximum_ticketed_plate_type,quotas_condition_met,max_tickets_issued_time_of_day,collisions,time
66,Suburban,55.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Afternoon,276.0,3-2014
67,Suburban,37.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,262.0,3-2014
68,Suburban,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,191.0,3-2014
69,Suburban,36.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,126.0,3-2014
70,Suburban,40.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Afternoon,243.0,3-2014
71,Suburban,42.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,152.0,3-2014
72,Suburban,44.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,True,Morning,229.0,3-2014
73,Suburban,39.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,173.0,3-2014
75,Suburban,39.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,386.0,3-2014
76,Suburban,43.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,149.0,3-2014
77,Suburban,37.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,False,Morning,139.0,3-2014
78,Suburban,45.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Afternoon,155.0,3-2014
79,Suburban,43.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,145.0,3-2014
81,Suburban,38.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,92.0,True,Morning,92.0,3-2014
83,Suburban,40.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,149.0,3-2014
84,Suburban,33.0,WHITE,27.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,70.0,True,Afternoon,231.0,3-2014
88,Suburban,37.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,108.0,3-2014
90,Suburban,50.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,221.0,3-2014
94,Suburban,41.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,True,Morning,178.0,3-2014
100,Suburban,39.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,37.0,3-2014
101,Suburban,37.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,False,Morning,70.0,3-2014
102,4 Door Sedan,40.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,309.0,3-2014
103,4 Door Sedan,42.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,False,Morning,247.0,3-2014
104,Suburban,37.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,333.0,3-2014
105,4 Door Sedan,40.0,GRAY,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,87.0,False,Afternoon,451.0,3-2014
106,Suburban,39.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,False,Afternoon,281.0,3-2014
107,4 Door Sedan,44.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,347.0,3-2014
108,4 Door Sedan,35.0,WHITE,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,74.0,False,Afternoon,430.0,3-2014
109,Suburban,39.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,77.0,False,Morning,518.0,3-2014
110,Suburban,39.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,77.0,False,Morning,245.0,3-2014
111,4 Door Sedan,36.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,83.0,False,Afternoon,292.0,3-2014
112,4 Door Sedan,38.0,GRAY,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,77.0,False,Morning,253.0,3-2014
113,4 Door Sedan,38.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,86.0,True,Morning,256.0,3-2014
114,4 Door Sedan,39.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,351.0,3-2014
115,Suburban,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,False,Morning,250.0,3-2014
120,4 Door Sedan,43.0,GRAY,33.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,93.0,True,Morning,221.0,3-2014
121,Suburban,39.0,GRAY,32.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,93.0,False,Afternoon,274.0,3-2014
122,4 Door Sedan,40.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Afternoon,313.0,3-2014
123,Suburban,34.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Morning,139.0,3-2014
1,Van,45.0,WHITE,47.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,54.0,False,Morning,258.0,4-2014
5,Suburban,30.0,WHITE,37.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,58.0,False,Afternoon,163.0,4-2014
6,Suburban,28.0,WHITE,36.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,62.0,False,Morning,138.0,4-2014
7,Suburban,28.0,WHITE,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,62.0,False,Afternoon,97.0,4-2014
9,Van,26.0,WHITE,37.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,61.0,False,Morning,131.0,4-2014
10,Van,31.0,WHITE,48.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,51.0,False,Afternoon,244.0,4-2014
13,Van,35.0,WHITE,47.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,48.0,False,Morning,251.0,4-2014
14,Van,38.0,WHITE,53.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",commercial,50.0,False,Afternoon,306.0,4-2014
17,Van,31.0,WHITE,48.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,45.0,False,Morning,275.0,4-2014
18,Van,31.0,WHITE,47.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,47.0,False,Afternoon,351.0,4-2014
19,Van,37.0,WHITE,40.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,50.0,False,Morning,445.0,4-2014
20,Van,31.0,WHITE,38.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,56.0,False,Morning,163.0,4-2014
22,Delivery Truck,33.0,WHITE,27.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,50.0,True,Morning,8.0,4-2014
23,Suburban,33.0,WHITE,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,66.0,True,Morning,106.0,4-2014
24,Suburban,28.0,WHITE,37.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,59.0,False,Morning,106.0,4-2014
25,Suburban,34.0,WHITE,26.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,73.0,True,Morning,183.0,4-2014
26,Suburban,30.0,WHITE,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,69.0,False,Morning,71.0,4-2014
28,4 Door Sedan,32.0,WHITE,26.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,71.0,False,Afternoon,80.0,4-2014
30,Suburban,32.0,WHITE,26.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,True,Morning,59.0,4-2014
32,Suburban,34.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,95.0,4-2014
33,Suburban,33.0,WHITE,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,72.0,False,Afternoon,129.0,4-2014
34,Suburban,38.0,GRAY,27.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,76.0,True,Morning,138.0,4-2014
40,Suburban,37.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,213.0,4-2014
41,Suburban,39.0,GRAY,26.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,127.0,4-2014
42,Suburban,38.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Morning,100.0,4-2014
43,4 Door Sedan,39.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,234.0,4-2014
44,Suburban,39.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,193.0,4-2014
45,4 Door Sedan,41.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,85.0,False,Morning,258.0,4-2014
46,Suburban,37.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,False,Morning,140.0,4-2014
47,4 Door Sedan,40.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,False,Morning,210.0,4-2014
48,Suburban,40.0,GRAY,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,False,Morning,201.0,4-2014
49,4 Door Sedan,39.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,True,Morning,187.0,4-2014
50,4 Door Sedan,40.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,168.0,4-2014
52,Suburban,37.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,219.0,4-2014
60,Suburban,42.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,149.0,4-2014
61,Suburban,43.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,True,Afternoon,291.0,4-2014
62,Suburban,42.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,85.0,True,Morning,197.0,4-2014
63,Suburban,39.0,GRAY,30.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,False,Afternoon,193.0,4-2014
66,Suburban,50.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,259.0,4-2014
67,Suburban,38.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,242.0,4-2014
68,Suburban,39.0,BLACK,28.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,81.0,False,Morning,259.0,4-2014
69,Suburban,35.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,154.0,4-2014
70,Suburban,39.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,True,Afternoon,228.0,4-2014
71,Suburban,41.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,91.0,True,Morning,153.0,4-2014
72,Suburban,44.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,204.0,4-2014
73,Suburban,40.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,171.0,4-2014
75,Suburban,38.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,True,Morning,371.0,4-2014
76,Suburban,42.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,False,Morning,140.0,4-2014
77,Suburban,38.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,177.0,4-2014
78,Suburban,44.0,GRAY,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,False,Afternoon,159.0,4-2014
79,Suburban,41.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,162.0,4-2014
81,Suburban,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,100.0,4-2014
83,Suburban,39.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,148.0,4-2014
84,Suburban,32.0,WHITE,28.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,69.0,False,Afternoon,237.0,4-2014
88,Suburban,36.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,False,Morning,120.0,4-2014
90,Suburban,44.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,219.0,4-2014
94,Suburban,38.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,175.0,4-2014
100,Suburban,39.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,True,Morning,54.0,4-2014
101,Suburban,37.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,90.0,True,Morning,62.0,4-2014
102,4 Door Sedan,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,289.0,4-2014
103,4 Door Sedan,41.0,GRAY,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,79.0,False,Morning,276.0,4-2014
104,Suburban,38.0,GRAY,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,321.0,4-2014
105,4 Door Sedan,38.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,85.0,False,Afternoon,477.0,4-2014
106,Suburban,39.0,GRAY,28.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,82.0,False,Afternoon,282.0,4-2014
107,4 Door Sedan,44.0,GRAY,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,True,Morning,373.0,4-2014
108,Suburban,34.0,WHITE,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,73.0,False,Afternoon,434.0,4-2014
109,Suburban,38.0,WHITE,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,74.0,False,Morning,490.0,4-2014
110,Suburban,37.0,WHITE,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,74.0,False,Morning,239.0,4-2014
111,Suburban,37.0,GRAY,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,83.0,False,Afternoon,291.0,4-2014
112,4 Door Sedan,39.0,GRAY,28.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,78.0,False,Morning,252.0,4-2014
113,4 Door Sedan,36.0,GRAY,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,87.0,False,Night,284.0,4-2014
114,4 Door Sedan,38.0,BLACK,28.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,79.0,False,Morning,383.0,4-2014
115,Suburban,38.0,WHITE,27.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,75.0,False,Morning,271.0,4-2014
120,4 Door Sedan,44.0,GRAY,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,92.0,True,Morning,191.0,4-2014
121,Suburban,39.0,GRAY,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Afternoon,297.0,4-2014
122,4 Door Sedan,40.0,GRAY,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Afternoon,319.0,4-2014
123,Suburban,38.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,False,Morning,125.0,4-2014
1,Van,44.0,WHITE,45.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,51.0,False,Morning,277.0,5-2014
5,Suburban,30.0,WHITE,37.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,57.0,True,Afternoon,224.0,5-2014
6,Suburban,28.0,WHITE,34.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,63.0,True,Morning,137.0,5-2014
7,Suburban,29.0,WHITE,35.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,61.0,True,Afternoon,124.0,5-2014
9,Suburban,26.0,WHITE,36.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,62.0,True,Morning,146.0,5-2014
